order_id,payment_sequential,payment_type,payment_installments,payment_value,AR_H_COMMIT_TIMESTAMP,OP
4c2e1a95586c815795a324d1599e7b5a,1,credit_card,8,117.71,2017-07-23 17:46:49,I
c9f23db8a1cb725df9bdb3383bd72b38,1,credit_card,3,169.34,2017-12-12 08:11:55,I
8e47a04b25d7a7075064e8e0bd2e0318,1,credit_card,1,37.61,2018-04-01 15:25:27,I
723e462ce1ee50e024887c0b403130f3,1,credit_card,1,13.8,2018-01-06 20:03:11,I
fa2ea4b6e84c1c0fc4f3a6d468c55183,1,debit_card,1,227.12,2018-03-20 22:27:08,I
fb1a2a1296f822405a946cbdfc0d3ed6,1,credit_card,3,34.78,2018-04-15 20:23:05,I
198298d54f269d8c5fe89e85a859af61,1,credit_card,10,342.56,2017-07-29 20:08:40,I
b19ca559688b49e8cf7f88c1aa3f0009,1,credit_card,7,73.34,2017-07-21 22:39:25,I
5be8d4719fe2e3669e2d07dddf3b6b0c,1,credit_card,4,117.85,2017-07-07 22:45:42,I
4a02e985c7239d866a632f07ed20d9c0,1,credit_card,1,48.62,2017-10-05 11:26:37,I
3e17eef8a8bd0131c7aed90d7508799e,1,credit_card,1,53.99,2017-12-07 12:53:03,I
f8d323a2702fed37f0229965f7e9f8b3,1,credit_card,1,51.14,2017-12-09 23:22:15,I
de4090fd9b7900d46323b0c7c36b7128,1,credit_card,2,121.45,2018-05-05 10:27:28,I
17e5131fe1d4b1a8dc14d4a66914f9d7,1,credit_card,1,73.34,2017-10-12 17:35:47,I
20f136d890c31a62486c809f91a5b098,1,credit_card,10,117.68,2017-06-21 16:54:28,I
557cc2675910c4a6c9b54ad276f25097,1,credit_card,1,56.77,2017-09-24 22:31:42,I
d60a89ab9bc1e68834465ae630c3343e,1,credit_card,2,115.59,2018-04-16 09:45:05,I
3ba2d0012b1f34bc6ccbc31c4ba69f93,1,credit_card,6,60.07,2017-12-31 10:51:36,I
d46f45b0d795bcf47a19d301710e63fe,1,credit_card,1,27.27,2018-05-16 23:10:39,I
96de2b7f7f3c401fbee3eef068376da6,1,boleto,1,32.15,2018-01-01 20:11:53,I
f9d5bfb53147f381e81b89a848e26b16,1,credit_card,3,195.71,2017-06-05 14:15:53,I
21b8b46679ea6482cbf911d960490048,2,voucher,1,43.12,2018-05-08 14:23:15,I
85a4fbdba48c815924115fb82330071c,1,credit_card,3,34.09,2017-05-24 19:20:02,I
35525be13c4af8acae0bb6d13c27110d,1,credit_card,1,40.99,2017-09-11 22:51:42,I
46ee6eaca194413758f200a6974b7e4d,1,credit_card,3,71.99,2018-04-25 18:55:05,I
f49cd89d6dad6dd5759ecf15dfe4bb19,1,boleto,1,47.0,2018-02-19 10:06:26,I
9acd1ccfbc6445c0cad9ee9ddb48054c,1,credit_card,3,81.78,2017-04-19 16:07:44,I
83f24bbc4f76a2730ba9c9cfa32e6d07,1,credit_card,3,231.45,2017-04-27 09:09:44,I
0b65284a1a74114ea029b7676fdc1ba3,1,credit_card,7,144.2,2017-05-09 04:33:51,I
243312dbb316253ab77bb0140d94803c,1,credit_card,10,285.79,2018-03-17 08:21:08,I
8973a53fcad22a79e0ff315e7f9a0fd9,1,credit_card,2,176.7,2017-10-22 12:23:20,I
f090de1b2ed9f4e251662cb31e3c7127,1,credit_card,2,27.63,2017-02-22 10:10:52,I
2ccde1e4676c20b9444e2bcbed36334c,1,credit_card,8,134.56,2017-06-18 10:24:32,I
0f4b5614da144989e2acc5291af24357,1,credit_card,4,96.98,2017-05-03 13:26:13,I
1d92d2ce1ae2e0510b5ce50c5be578c6,1,credit_card,2,110.03,2017-11-30 23:22:00,I
a490a5d59a9bf4ef3334bfd7cf1dbdfc,1,credit_card,1,17.78,2017-06-17 14:01:58,I
60ead11db6b36221fe1424e330883a9a,1,credit_card,1,44.0,2017-08-28 18:12:43,I
8f936fb77c720ab9ccd618af38c885cc,1,credit_card,4,46.63,2017-09-06 09:24:02,I
0fba53cb4e9429e38cd2750c32fa24a5,1,boleto,1,52.21,2017-11-06 15:40:30,I
cdaa116d3c2521b4b6976043508d0943,1,credit_card,2,61.77,2018-02-12 18:59:10,I
68d7420c86be23f313c81a554320f986,1,boleto,1,121.88,2017-11-26 18:17:55,I
a5f860aaf6a3c35399495aefe92d363f,1,credit_card,1,75.75,2018-06-26 14:39:22,I
f51e3c7f79d1e2c076acbb6af1588b95,1,credit_card,1,130.22,2017-03-10 20:04:32,I
9184724aacd6a7da5bcf4c08c2c674a8,1,credit_card,3,57.53,2017-05-18 20:26:57,I
8bdc559b124e47eb71b5d1be8d6675e4,1,credit_card,7,76.02,2017-11-26 15:47:11,I
49d3db2a02106c24d6ef800bd8ad5546,1,boleto,1,90.17,2018-02-20 16:05:55,I
c604ad5f1e0d0bcf9977cf46d1d72303,1,credit_card,1,31.0,2017-08-10 11:16:22,I
859980aae511377b7230f72d90bfc580,1,credit_card,10,106.77,2018-03-16 17:16:38,I
e2cd740333fe4585ead5c50c61edb6a5,1,voucher,1,163.25,2018-01-08 21:24:09,I
55779fa8fe072d9f8c92d672154558f2,1,boleto,1,233.66,2017-09-13 23:13:16,I
99bc267f49d76932cd195bfb2a94dd03,1,credit_card,1,163.08,2018-02-26 11:25:38,I
66a4fa2d40fed98c34ced62496fdb1e7,1,credit_card,1,267.05,2018-07-29 15:22:47,I
db43c1a570e28fe9da60a444e3616a2b,1,credit_card,7,186.72,2017-10-01 15:19:14,I
82ffe097d8ddbf319a523b9bbe7725d5,2,voucher,1,30.0,2018-04-23 01:41:29,I
f75666bf6c9e09f6b3f4bcd797b57a3c,1,credit_card,4,97.28,2018-06-06 16:41:39,I
5e5d1342989d05440629e2162fa52d07,1,credit_card,1,48.61,2018-04-03 22:29:26,I
14d9794bbb53614d12cc2df6a045f82b,1,boleto,1,116.7,2018-01-14 21:10:48,I
a8c012ba7d95bd2d15f666681f19c146,1,credit_card,1,41.42,2017-02-06 19:47:10,I
4f99d1a7b0d2308edf45baa6997ac961,1,credit_card,6,125.53,2017-09-17 17:40:17,I
ca8f94a99a8120c559e416275a535066,1,credit_card,5,92.76,2017-06-19 10:27:03,I
9bdcb4559b75d21a22fcd868d9e5dfec,1,credit_card,8,348.02,2017-11-24 19:51:23,I
96cc8c42014ddb42a775da9a45ae3f76,1,credit_card,2,203.3,2018-07-16 20:34:58,I
87f003dca70d4d22518366caf041e845,1,credit_card,3,44.35,2018-01-17 21:01:21,I
f244841f5a461472de8de82f023b1371,1,credit_card,10,116.05,2017-06-25 22:22:30,I
3597f6476c27b4e1cc2f58588116f8f5,1,boleto,1,85.14,2017-10-03 10:30:22,I
242e24b7eaa9f48cde9d679f8591124d,1,credit_card,4,236.66,2018-04-11 12:25:04,I
18259631aab7299bf25f83f5eac4c8d1,1,credit_card,4,220.3,2018-07-10 17:22:37,I
14c0c0bebe2cd50fb1dbdee84fbae03a,1,credit_card,1,180.55,2018-01-04 14:05:07,I
3b697a20d9e427646d92567910af6d57,1,boleto,1,45.46,2016-10-03 09:44:50,I
55c0b6b41ce482c3f77407ef43fc6bad,1,boleto,1,26.08,2017-10-17 10:51:16,I
53035288acc866ee15423b4293722b46,1,credit_card,1,375.74,2018-01-19 09:43:55,I
845af9472cc76e66fbf445931b511755,1,credit_card,5,123.41,2017-12-13 09:15:58,I
953b6636ab2347a8ba37a16770db47f9,1,credit_card,10,379.07,2017-12-21 16:29:51,I
886b114d034f4ac1d39d964c1b2a8182,1,credit_card,10,2027.16,2017-04-01 15:44:55,I
c61e3efc183db6b89f5556efb5aa8797,1,credit_card,1,45.5,2017-11-29 12:30:10,I
2d1d5777f29a8ee6593cf90b85afb5b6,1,credit_card,1,91.17,2017-08-01 22:31:01,I
aa600269bffea363cca75ad2d1908903,1,boleto,1,93.26,2018-01-14 17:46:11,I
487c1451b8fd7347d0e80e5aca887e91,2,voucher,1,30.0,2017-03-21 08:50:00,I
0a9716da94d89975e6637874280aadad,1,credit_card,10,165.96,2018-01-06 09:59:00,I
65c863d90026e9dd4888e28d2135c983,2,voucher,1,50.0,2018-03-09 19:43:32,I
62d9b911d7c56cf455f660eecb8ddd3a,1,credit_card,10,1002.73,2018-07-21 14:32:36,I
e6ed38386107802a72ec8197195f79a7,1,credit_card,2,240.52,2018-03-22 12:29:47,I
4a4ed9ed7922304a569ed850baba99c6,1,credit_card,3,33.13,2018-03-08 21:36:23,I
3f5a1c29c5881cc9902ed702efbdde45,1,credit_card,1,213.9,2017-09-10 19:10:22,I
1594012ccc1b0770373ce691d697e5ae,1,credit_card,8,362.17,2018-04-23 19:05:57,I
2fe14af1d4563c0e76f382bc63c9a245,1,credit_card,2,88.72,2017-06-22 22:53:54,I
bc3d816db1aa7215dbde5b1b00d3d32b,1,credit_card,2,46.85,2018-05-15 22:54:51,I
67c8c2016ddabf0059783eb44e921f99,1,boleto,1,68.54,2018-04-30 20:20:45,I
07d13d352c85dfbfa60dc56dea818335,1,boleto,1,32.62,2017-01-22 23:07:15,I
b545ba7b0bd67a3128185c7214704319,1,credit_card,8,340.08,2018-06-11 14:59:24,I
9d8065ae4c6f5725ee052d02ab00f64e,1,boleto,1,82.06,2017-03-30 16:36:12,I
d9d104af1ea99e0b7f6b0644eedc74d0,1,credit_card,1,40.95,2017-02-15 00:24:14,I
9e59025992bd64bc26551391ed44a450,1,credit_card,3,67.01,2017-05-13 21:52:30,I
591083bc42b589c7052118aa83118e76,5,voucher,1,20.0,2018-01-02 22:09:17,I
79b63d1f9cf0257b33b04fbfb0847cba,2,voucher,1,76.9,2018-03-25 21:30:24,I
3b9e43d6eba694f8a29c11ee67a04f2c,1,credit_card,8,242.1,2017-12-27 17:49:32,I
1e6d912e4c63965bb9eccf0cc765fc24,1,boleto,1,207.24,2018-06-02 14:52:37,I
57e4fc8f20507381b3f7abbe4e2ccda3,1,credit_card,2,215.56,2017-04-07 21:41:38,I
d4fdb2be174c84a6409a3968c55b01c5,1,credit_card,1,39.92,2017-07-02 21:13:38,I
e1b6234c322ab01a32771bf57c597043,1,credit_card,8,156.09,2018-03-02 01:18:52,I
03afb3c10af52ddfa3c33b9881bf43f8,1,credit_card,2,131.5,2017-12-07 16:41:50,I
c1b770015e27aaf2b475026989d04fe0,1,boleto,1,137.73,2017-12-11 11:40:32,I
1a9b986cfe31ed59c5a6c00287db7e74,1,credit_card,1,31.75,2017-08-06 16:04:38,I
66f249e4d7ab2f3872de7bd6d74719dd,1,credit_card,8,348.77,2018-04-12 14:59:50,I
c79bdf061e22288609201ec60deb42fb,1,credit_card,1,12.22,2017-05-01 18:58:54,I
648b4f683ccf074ebe65a73c8096dd18,1,credit_card,4,139.87,2018-07-20 11:20:44,I
02951078a21a2d9341ea16089a4d5031,1,credit_card,12,257.1,2017-03-16 15:16:53,I
afd0dbbab8e90d099aaccdd8ed7d5f26,1,credit_card,3,269.46,2018-06-14 17:20:31,I
2ad6c6594bf0917a25ff8b8918d4b7b0,1,credit_card,1,40.0,2017-06-11 23:41:58,I
774359a2a8b6be829653bae9390a0dd0,1,credit_card,10,350.09,2018-05-14 16:15:03,I
332c6742772f2df936696b6512b10edb,2,credit_card,6,134.55,2017-06-19 00:45:04,I
c385c0eba07c858dd60ffe00a60dda64,1,credit_card,3,112.73,2017-11-27 00:25:46,I
d087b8e096ca051f548e29b324272834,1,boleto,1,72.05,2018-03-06 12:28:34,I
5262eaeb971616ffef822379ed91896f,1,credit_card,1,0.67,2018-06-08 18:51:03,I
52636dd3c039f62169b0eb724af63047,1,credit_card,2,77.77,2018-01-02 18:21:56,I
aa7c35fd606f4275e267e859c6a84d0f,1,credit_card,2,26.68,2017-05-23 15:55:34,I
fd1ddfeca967b94315642dfe5c7545f7,1,credit_card,6,225.71,2017-12-05 22:06:07,I
fa12564d7462c9a851c79c301bcb97de,1,credit_card,3,103.79,2018-07-08 12:50:43,I
9c96fac210f67f329b80d898001fee09,1,boleto,1,65.0,2017-11-21 11:37:06,I
85e710051891004eca4f527adcadd0c3,2,voucher,1,69.8,2017-04-21 20:53:30,I
11978d520d85578c9f024b99ac1a87ef,2,voucher,1,20.09,2017-08-07 19:36:19,I
9062b998bfc2521b3978b34034ba6e1e,1,credit_card,1,125.41,2017-03-11 13:46:22,I
31be75ffd0c4b58ca777e72cd2352b14,1,boleto,1,95.99,2018-02-10 15:29:22,I
999d0185fdc3859e118a76c1e7d8dfe4,1,credit_card,2,25.33,2017-10-30 10:43:56,I
50bf77081d0fdd2e57dcff0acf8fefeb,1,credit_card,2,145.58,2018-02-23 18:18:29,I
d121cbcb7091fbd55ad0344e0f045982,1,credit_card,3,49.7,2017-04-16 09:41:25,I
37fc44460574b368fe7933c6ae98f224,1,credit_card,1,47.43,2018-04-27 07:44:46,I
3fff175860497ca456d60c90b1f2b797,1,credit_card,2,168.57,2018-05-09 22:06:27,I
d56564f21e612a588607e9ffb39b9d21,2,voucher,1,1.23,2017-06-07 20:11:31,I
068176c8a0550b07cddf7e05c8d55319,1,boleto,1,123.82,2018-01-13 18:13:53,I
9488305b52042a978d3bf78cf94bcd54,1,credit_card,3,283.66,2018-05-09 10:35:30,I
7a1ba14765ea354929894e667c06f386,1,credit_card,1,89.88,2018-01-10 17:06:30,I
4b5648d8399ea47a4c323499045aaefc,1,boleto,1,32.38,2018-01-24 08:41:17,I
52b5d339bbba7bd8f18ca836ab540227,1,credit_card,1,43.08,2018-07-08 02:26:46,I
3a1a92434eae60a4f44ad7ebef65c3e7,1,credit_card,1,254.58,2018-07-18 15:03:36,I
dc400373e624e9b0435847a79813c658,2,voucher,1,48.91,2018-01-14 18:49:14,I
9f1cdc0e091b90e61836ddc009a60ef2,1,credit_card,4,48.22,2018-03-14 10:11:42,I
d9952ada4955694cae66806b7d5ac6ca,1,credit_card,6,67.58,2018-07-20 18:47:18,I
251d586514cbf0cace61e03c54a7bf1c,1,credit_card,10,311.18,2017-06-03 11:20:10,I
0435b65bfd0a1cd1c48a82f5b405ea78,1,credit_card,4,154.14,2017-07-18 13:32:25,I
6644170ea0130942cfb3064dce01004a,1,credit_card,2,333.68,2017-09-13 22:17:54,I
7c3e71109e904d8e0c8d034456f87eca,1,boleto,1,404.88,2017-11-22 14:59:43,I
881206af1a6a9cd34119b99782759dd4,1,boleto,1,44.77,2018-05-29 14:01:37,I
27a7ac440630f9de788e4d66e72c6424,1,credit_card,1,186.39,2017-04-21 21:38:07,I
cc1cc1d6081f7f07a16cc1a3e4ba0b78,1,credit_card,10,208.41,2017-04-23 18:13:00,I
76b8568803f110a59ece4167463a4a7e,1,debit_card,1,76.39,2018-04-28 14:07:52,I
51e88bc351dd268bb9c9e78d263c4a06,1,credit_card,2,67.42,2018-03-07 15:32:34,I
a5b431090739891ac76875d9ad9bff23,1,credit_card,4,232.05,2017-02-20 19:21:23,I
ad62ce74c314772d34c956d73fb305f3,1,boleto,1,69.33,2017-10-03 11:02:27,I
a669137c06cc23b7962d63be3a2ad6d1,1,credit_card,3,641.2,2017-10-18 09:57:53,I
da46439d7d06cf02cb44d0908ecc3575,1,boleto,1,41.86,2018-07-18 14:02:17,I
d24e8541128cea179a11a65176e0a96f,1,voucher,1,50.0,2017-06-12 13:14:11,I
1c67e99dc37224bf3ad220ae2368c068,1,credit_card,1,106.96,2017-06-08 22:00:07,I
4ff8e28200e5a7a50b448cfaaf1f8ed3,1,credit_card,10,2288.31,2017-05-06 15:22:18,I
33ebbe6b176d53190194b5b05cf69330,1,boleto,1,69.9,2018-07-30 19:08:55,I
2176f1406c11f07dcdea94931730770d,1,boleto,1,88.08,2017-08-04 19:00:59,I
08935d5052c6414b1960eb67796d01f5,1,credit_card,4,117.39,2017-08-25 23:51:38,I
f553b61e2a7f6dc62c5f8de4ffb4a031,1,debit_card,1,194.91,2017-07-10 22:58:20,I
1966886b80f14d0588adf6406afb0026,1,debit_card,1,68.89,2017-08-22 16:01:44,I
f6ed483455295c6e7544f141244cd981,1,credit_card,2,151.51,2017-03-01 12:25:22,I
bf951e41c5adb873b7fdcc1e83b406bf,1,credit_card,1,54.85,2017-09-12 10:06:38,I
32d8aa395f9c9f357e1e3f7b214b9082,1,credit_card,1,103.68,2018-04-03 14:33:52,I
b798fc527c548bfa5f069b5b29195275,1,debit_card,1,225.63,2017-10-29 11:59:52,I
6c936253ed9ab81f5293da5081ba8a9a,1,boleto,1,39.6,2017-12-15 01:02:45,I
dcec2b3be8c3d53056fe63381b2a6cfe,1,credit_card,10,159.18,2018-01-19 12:33:36,I
90eaac01afdf4e531a70ad869e092c75,1,credit_card,1,234.43,2018-06-05 15:15:24,I
a04639b53f2cbd1f77b63ed44168566e,1,boleto,1,44.83,2017-04-16 22:01:47,I
97e8d3eb8f48e3610beed991e5f32296,1,credit_card,4,205.44,2017-11-15 17:34:37,I
7cb79316d2abe37e16ec83a07afb2895,1,credit_card,1,13.55,2018-03-22 18:08:10,I
7250e10eca3d7f71a091ac5752d3228f,1,credit_card,1,221.96,2017-03-12 08:14:00,I
cf8ace9395d2ee06b4b513df8ba682b3,1,credit_card,1,52.38,2018-04-12 11:03:44,I
101fa9bbc869f267953a48b0f659dc62,1,credit_card,9,131.47,2018-06-15 09:53:02,I
24abd231b3f48073eb9bc660b3eea5fd,1,credit_card,2,38.06,2017-03-01 10:28:55,I
bedff73fa5a137527ba9314cac93b7b3,2,voucher,1,35.0,2018-07-18 12:00:35,I
808c4b75909ba91f23c1ef928f396822,1,credit_card,3,143.65,2018-03-05 22:44:55,I
c1310d06e793969c9dfc72a433db577f,1,credit_card,3,86.73,2018-02-22 17:02:38,I
d189b98b9c4f5325db664c5455fe927c,1,credit_card,1,341.58,2018-04-25 15:44:24,I
2e2dd1119ebf597a9c05d80b5d6eeace,1,credit_card,2,105.42,2017-07-06 12:42:44,I
7354aed5e2d142803a8121059f1e9324,1,credit_card,4,68.16,2017-08-28 00:17:53,I
ab85e3c92c828eb802fd91345e45d92e,1,credit_card,10,357.97,2018-05-18 23:47:11,I
b80ba0f0c3d2a63feac0116f533cc6a9,3,voucher,1,2.99,2017-10-16 15:08:15,I
f0d8a84693b073fa90c69667c924ff8f,1,boleto,1,92.57,2017-12-13 12:18:06,I
56ba89857b4e6eb192108f310a81163b,1,credit_card,13,197.23,2018-06-01 22:49:13,I
0f67e615d797da223ac5601b9b08b180,1,credit_card,3,153.67,2018-06-07 17:53:48,I
57bfb7a49bcdecb20d9dbb778d7d7590,1,credit_card,4,102.03,2017-07-29 17:28:18,I
f6eb6190398bfb32871584bd111dec04,1,credit_card,5,119.45,2017-10-28 10:58:32,I
6b58f3523e45f9838f702acbc21e2f51,1,credit_card,1,44.23,2018-05-07 16:17:00,I
210a5f61a6a19892f81bb269863f4742,1,credit_card,1,67.5,2018-01-12 20:16:58,I
009ac365164f8e06f59d18a08045f6c4,5,voucher,1,8.75,2017-11-23 00:03:52,I
f1b7c83171b22e2babd61eb8501d58d5,1,credit_card,2,44.27,2018-02-24 15:34:01,I
1f31fc163d36ff823c54a14e947b5bc8,1,credit_card,2,114.13,2017-08-19 22:15:06,I
d4c46523b1239f182b74fb0ea1c27f32,1,credit_card,1,396.97,2017-03-07 18:37:35,I
88857d91dc3370190060f4b06041e708,1,credit_card,10,185.85,2017-12-04 01:27:58,I
73596e67516934a7fe64cc6ca6d75545,1,credit_card,3,62.11,2018-06-14 20:09:31,I
e6f98f32bf5e724269a5e9cb2529f2e3,1,credit_card,5,153.22,2017-10-16 12:11:31,I
acd76a8508680cbb5d4c04707be03f87,1,debit_card,1,145.01,2017-03-13 15:48:42,I
aeb81ccabe4f164a26e763cd5b07fd99,1,boleto,1,70.89,2018-03-16 10:04:43,I
d51cbac21a49941976292ba004bf4165,1,credit_card,6,114.34,2018-01-16 11:56:07,I
edb14cad806f8ea19a08ed06c26726a2,1,credit_card,2,31.38,2018-02-07 07:43:19,I
6225c94031a1e372349fa17f1891317d,1,credit_card,5,256.5,2018-02-08 11:32:08,I
c8e19a0edcf6fd34024a2f7fe5f85ef8,1,boleto,1,341.4,2018-02-19 18:15:37,I
984c8458b4e17a487d85b16c9ce0f00c,1,credit_card,1,143.99,2018-05-12 13:59:27,I
