seller_id,seller_zip_code_prefix,seller_city,seller_state,AR_H_COMMIT_TIMESTAMP,OP
55f7a3319d80f7fdf078b8f03e6725fe,6056,osasco,SP,2018-07-02 19:54:04,I
2d50d6282f8aa2257819a77bfaa0efe0,14940,ibitinga,SP,2017-08-31 13:43:07,I
b7e1750c1157341d2abd0251e07c186b,5741,sao paulo,SP,2017-02-14 13:18:53,I
b90e891671cffd9557f33a97dc523645,83010,sao jose dos pinhais,PR,2017-08-18 16:54:56,I
a416b6a846a11724393025641d4edd5e,3702,sao paulo,SP,2017-01-26 16:48:24,I
7e93a43ef30c4f03f38b393420bc753a,6429,barueri,SP,2016-10-08 01:28:14,I
5206cc4bc2297c833e6061c49bf9c43f,6192,osasco,SP,2016-10-08 12:13:38,I
ef506c96320abeedfb894c34db06f478,3569,sao paulo,SP,2017-01-23 07:03:04,I
a13aaf2d2886ab9fb30fb9a920160b8f,89207,joinville,SC,2018-07-22 23:58:52,I
7299e27ed73d2ad986de7f7c77d919fa,38440,araguari,MG,2017-03-09 11:09:46,I
8a9260f2b0340411d6d2a56bcf4f7378,32180,contagem,MG,2018-02-17 02:10:19,I
dedcab67899479e4ea5dcc4eba47f587,89258,jaragua do sul,SC,2018-06-10 22:28:53,I
b2479f944e1b90cf8a5de1bbfde284d6,14940,ibitinga,SP,2018-01-12 18:17:53,I
7722b1df1b0e383e000397b2c11e3e19,9715,sao bernardo do campo,SP,2017-01-19 13:06:45,I
731ef20c231d9a7103a425e83fd91271,88501,lages - sc,SC,2017-10-28 16:27:50,I
78813699ffac347fe27dba345a5f1551,95711,bento goncalves,RS,2018-06-24 21:10:34,I
411f3b52d857390502ee4e4d5ceabc2d,9400,ribeirao pires,SP,2018-04-09 18:48:29,I
bba3293d6f5d5af2f415e004e8b93ae3,4726,sao paulo,SP,2017-09-02 21:01:18,I
4e7c18b98d84e05cbae3ff0ff03846c2,14882,jaboticabal,SP,2017-02-04 20:09:10,I
b56906f7fd1696e043f1bcce164c487b,19830,echapora,SP,2016-10-06 14:59:56,I
d650b663c3b5f6fb392b6326366efa9a,6713,cotia,SP,2017-12-03 19:47:05,I
669ae81880e08f269a64487cfb287169,89160,rio do sul,SC,2017-01-20 14:30:03,I
c2d70ce2c5d0a2eb75e78668236e6dc8,4275,sao paulo,SP,2017-09-22 11:58:32,I
674207551483fec113276b67b0d871ff,18040,sorocaba,SP,2018-07-05 16:36:38,I
abe42c5d03695b4257b5c6cbf4e6784e,21235,rio de janeiro,RJ,2017-08-31 17:25:03,I
1996942dc085d7773ba77a529b163cd0,14850,pradopolis,SP,2018-05-29 21:30:08,I
79b93a308a97792cf53ac75f46da00b5,22420,rio de janeiro,RJ,2017-07-23 10:07:01,I
7cf4ea70955b00d6b3c22542598e2715,1125,sao paulo,SP,2018-07-19 14:00:02,I
63ffcb71394dd8ea3872ed9ffda17c74,24813,itaborai,RJ,2017-02-05 13:58:46,I
83353a83fd769dfafa4f21a72b15e3e5,5786,sao paulo,SP,2017-04-01 17:31:42,I
cda598c48d7c614bc1cad7d8ff6f0010,15137,mirassol,SP,2018-03-17 21:11:23,I
d4910f1cdcfdabd48d6b316e395d4a23,9190,santo andre,SP,2018-07-30 13:01:12,I
709e16e2b25c7474d980076c6bfc4806,16200,birigui,SP,2017-10-14 14:08:47,I
276677b5d08786d5dce7c2149dcce48b,31730,belo horizonte,MG,2018-02-01 21:24:28,I
512d298ac2a96d1931b6bd30aa21f61d,20060,rio de janeiro,RJ,2018-01-17 09:54:55,I
422be4cc81a457fdb46f47edeb968ae5,14940,ibitinga,SP,2017-01-26 16:20:32,I
99cd94252748d2bdde08e17858233602,12401,sao paulo,SP,2018-06-20 14:02:25,I
698624c6632eeba1774924dbea24c700,1425,sao paulo,SP,2018-04-05 20:23:53,I
8bb48dc19fccaa8613b6229bf7f452a2,19803,assis,SP,2017-10-17 22:02:00,I
ad87df7699e83b8a91822a4a0b765c3a,13820,jaguariuna,SP,2017-03-21 11:33:31,I
d6b664fa0667064c6d76394e7848d790,14801,araraquara,SP,2017-05-04 01:04:02,I
98f52e1020fe788c10c0418de4393fec,27963,macae,RJ,2017-08-09 15:16:29,I
62760d278921b5f352461620d68a9cee,13320,salto,SP,2017-02-06 12:55:28,I
eb72802c83dc7547529c9546d1a9b8ef,13504,rio claro,SP,2018-05-07 20:36:52,I
3f9be91358837bff69df67edfa3e42e8,86039,londrina,PR,2018-03-30 11:29:18,I
1d4587203296c8f4ad134dc286fa6db0,5101,sao paulo,SP,2017-12-15 11:52:23,I
791cfcfe22fe4a771ece27f90017da92,14010,ribeirao preto,SP,2017-06-12 14:07:14,I
0c8380b62e38e8a1e6adbeba7eb9688c,37410,tres coracoes,MG,2016-10-04 17:25:09,I
37be5a7c751166fbc5f8ccba4119e043,4248,sao paulo,SP,2017-05-03 09:01:56,I
87d73636a3acf123e842bb890a4db036,15190,nhandeara,SP,2018-07-25 15:17:58,I
3d3ccf2b2f8134b10dce9dd446f0e075,14940,ibitinga,SP,2018-06-20 21:14:59,I
e24d3429d294b2eb200b064ebb035879,3514,sao paulo,SP,2018-06-25 09:22:58,I
44073f8b7e41514de3b7815dd0237f4f,71070,brasilia,DF,2017-02-22 23:49:42,I
9d39404483343dd55c7ae254494d8388,1044,sao paulo,SP,2017-11-25 10:53:06,I
f9eda05b67bef472deaddbba84aca289,88870,orleans,SC,2018-06-05 19:06:38,I
75745ef7bc7d4f3ea3380f6f5303f514,70384,brasilia,DF,2017-03-01 16:41:19,I
0692610d8abe24f287e9fae90ea0bbee,2310,sao paulo,SP,2018-06-02 11:14:09,I
7b07b3c7487f0ea825fc6df75abd658b,2016,sao paulo,SP,2017-01-25 15:32:48,I
99002261c568a84cce14d43fcffb43ea,78095,cuiaba,MT,2017-10-18 23:55:51,I
e5899683388855d3dabe8913bbe365de,13575,sao carlos,SP,2018-07-01 22:28:19,I
784ba75dd9d20200c4caed3d7a77141a,1040,sao paulo,SP,2017-03-29 07:03:56,I
099095b050cfe8eb1ddff5317587e96e,3322,sao paulo,SP,2017-12-16 09:01:56,I
0ad80de75c811326389cfb1daba7d45e,20261,rio de janeiro,RJ,2017-10-19 08:38:00,I
b9a03475e6447e631b6799ec8274800f,85830,formosa do oeste,PR,2017-11-06 15:24:21,I
ba6b4a237f92479743cf0ca06b67a9ac,23550,rio de janeiro,RJ,2018-01-17 08:46:59,I
ea00f977a203ff88adf7057cb7806998,11085,santos,SP,2018-07-02 21:01:18,I
82e0a475a88cc9595229d8029273f045,3417,sao paulo,SP,2017-02-22 14:08:00,I
ad75519a07f039025e83795a4418470f,76500,santa terezinha de goias,GO,2018-01-26 15:38:19,I
34aefe746cd81b7f3b23253ea28bef39,81210,curitiba,PR,2017-05-05 03:00:07,I
ed4acab38528488b65a9a9c603ff024a,8260,sao paulo,SP,2017-03-23 16:39:19,I
f0837c8d71434931d9e38e7b79234797,95995,arvorezinha,RS,2017-11-18 12:08:24,I
fce62094ffe6a4009188ec44e681dfdd,4674,sao paulo,SP,2017-02-07 18:01:15,I
ebef8d8c92b4fd3226e5d407bbff21ac,14020,ribeirao preto,SP,2017-01-29 13:42:10,I
d73cbd89533ce8b041a9190241453ac8,36525,guiricema,MG,2017-03-23 12:31:36,I
75a4764c108403a7a0575140cb22287c,95072,caxias do sul,RS,2017-12-12 08:14:21,I
70c0fda4c313d87115644d39e62eec60,55004,caruaru,PE,2018-08-04 15:27:00,I
ffcfefa19b08742c5d315f2791395ee5,80045,curitiba,PR,2018-06-23 17:34:33,I
26e13b6ff5b641b329e5524241ee2c93,14401,franca,SP,2018-08-01 04:52:56,I
0ade5cc4a305ed7093a23f68ca47519c,81030,curitiba,PR,2017-11-24 09:11:25,I
fc59392d66ef99377e50356ee4f3b4e1,40243,salvador,BA,2018-05-20 01:15:58,I
b18dc380845b24038cfc48006478f099,9951,diadema,SP,2017-10-06 06:30:11,I
f22a247b79dd22ecd91dc8e3b2a1b07c,8573,itaquaquecetuba,SP,2018-05-02 15:21:52,I
889009a0ed0bb52c87819941192931b8,18682,lencois paulista,SP,2017-06-01 11:59:38,I
ffc470761de7d0232558ba5e786e57b7,7091,guarulhos,SP,2018-02-20 18:47:21,I
4c498c7345e89aebad651544829beca0,6341,carapicuiba,SP,2017-12-02 18:06:27,I
01bcc9d254a0143f0ce9791b960b2a47,76400,uruacu,GO,2017-08-12 16:25:03,I
f021c962aaba8ef6eb527a9c2c8394d1,88301,itajai,SC,2017-05-17 11:36:51,I
024b564ae893ce8e9bfa02c10a401ece,3280,sao paulo,SP,2016-10-05 12:41:38,I
a513150f33f99a06569e9cd5c4bb889b,1545,sao paulo,SP,2017-11-27 14:19:38,I
02f5837340d7eb4f653d676c7256523a,80620,curitiba,PR,2017-11-01 20:55:07,I
7b98de631987e26dd6d803490c43a13c,87900,loanda,PR,2018-05-22 15:14:41,I
f12ff17ad8bbf01ec5c33b17e506649b,3186,sao paulo,SP,2018-01-03 12:03:50,I
a64e44665225d19dfc0277eeeaaccc57,19400,sao paulo,SP,2018-06-22 15:06:34,I
6a8a889bde935bafa76d7848782dfaf9,2839,sao paulo,SP,2018-03-21 14:04:40,I
42b6488f5b8246d9141712abd4b1b693,87014,maringa,PR,2018-04-12 20:51:03,I
d6cd01c59123df02fc226eadbadb5f89,1207,sao paulo,SP,2018-01-11 23:07:22,I
c8e135e7b21ecbc36c1153a29d2f5a06,1411,sao paulo,SP,2017-02-01 14:39:07,I
229c3efbfb0ea2058de4ccdfbc3d784a,30190,belo horizonte,MG,2016-10-05 07:31:49,I
f9a02f1922d1de564392e656d82b3fda,8502,ferraz de vasconcelos,SP,2017-04-05 09:11:24,I
95ec4458365c4d11f452ccf538377619,13481,limeira,SP,2018-01-16 13:33:04,I
6ec1a01e866584bb679eb9b098345919,11040,santos,SP,2017-07-06 16:18:52,I
f6122bc84774df1b372bdb3bb88ddb9f,6436,barueri,SP,2017-10-04 09:43:36,I
fa40cc5b934574b62717c68f3d678b6d,2310,sao paulo,SP,2016-10-10 00:01:50,I
623ad9d0c1e14bb5464a8c72bff7b4af,35530,claudio,MG,2018-05-13 20:05:37,I
c0098efcf800861dcae589affca31408,14080,ribeirao preto,SP,2017-12-06 18:59:33,I
a63bfbaa882c8f4542891b4e2246cc7f,24355,niteroi,RJ,2018-06-11 23:01:49,I
48b6c3f4c6a93171da04b75313f2130f,17700,osvaldo cruz,SP,2018-03-09 18:08:44,I
270d3ef21830ad0ecf3a6c53d08a533a,6380,carapicuiba,SP,2017-12-06 14:04:08,I
89c127985a8b130cfa45c1d36764017a,6016,osasco,SP,2017-06-30 10:13:23,I
8b2492b7ff4468839593fafeed55bad9,24451,sao goncalo,RJ,2017-08-29 08:50:49,I
1e9d5a33694bddb76316fd1f54734d20,78820,jaciara,MT,2018-07-18 13:52:51,I
5e49e3a44bdeb5aab2684258bbd4f525,88330,balenario camboriu,SC,2017-12-14 11:30:41,I
8e34331b7eedd03be4e5d965c1956225,4009,sao paulo,SP,2018-01-22 11:43:20,I
aaed1309374718fdd995ee4c58c9dfcd,89120,timbo,SC,2016-10-09 11:43:43,I
11d4c477d09821164bca4f70a2eae031,14075,ribeirao preto,SP,2017-07-18 20:52:33,I
ff314fa6033cc68ec451c47aee2d6ba4,5424,sao paulo,SP,2017-01-25 09:09:46,I
d1c7fa84e48cfa21a0e595167c1c500e,99730,jacutinga,RS,2018-03-24 18:25:24,I
c7246702dc991a06d788120dc7544391,60440,fortaleza,CE,2018-02-19 22:45:39,I
e819bcfade7b5d88a27325eb6cfd62c5,7242,guarulhos,SP,2018-07-20 14:35:51,I
6d2f2e3b539480db1e0842b3a4e32e6e,7051,guarulhos,SP,2017-06-09 14:43:13,I
e88165a185134e13fdfc85d4fa654db8,8517,ferraz de  vasconcelos,SP,2018-05-16 20:57:48,I
9e6229250fedbe05838fef417b74e7fb,16800,mirandopolis,SP,2017-09-24 23:53:13,I
5abb8ea023c77787f2c15da891c8d384,89228,joinville,SC,2017-02-17 17:37:52,I
817245bcc3badd82bbd222e0366951a6,17056,bauru,SP,2017-11-14 22:19:50,I
caa9bc43a9fe8cf9c564ddd8a03cc4a6,12308,jacarei,SP,2018-04-16 13:04:33,I
615005a3ef192c00c6f0e977cee3d2bc,13304,itu,SP,2017-08-17 12:46:48,I
1284de4ae8aa26997e748c851557cf0e,85301,laranjeiras do sul,SP,2017-05-11 18:46:35,I
5fd924b4836098a5be0ecf81ba054ce0,3554,sao paulo,SP,2017-01-17 20:38:15,I
7178f9f4dd81dcef02f62acdf8151e01,89560,videira,SC,2017-03-21 22:01:26,I
8132b9bd16876e1b0f8808d43825dd48,88058,florianopolis,SC,2017-05-05 18:20:43,I
3f995f07c49d0d55a99d5c54957f7d81,6853,itapecerica da serra,SP,2017-04-13 13:13:48,I
a6bd7d1ccdac48c6b33b28596b7eb122,58280,mamanguape,PB,2017-06-28 08:47:01,I
6650fcccd8cd2f7e55ffa524f30c4c59,8490,sao paulo,SP,2017-09-05 18:26:23,I
3db66a856d18a9cba7c9241fc5221c50,35430,ponte nova,MG,2017-04-20 17:15:47,I
8b181ee5518df84f18f4e1a43fe07923,87360,goioere,SP,2018-05-30 09:21:06,I
10ff823eda2b032e2c93d17a7d294736,17280,pederneiras,SP,2017-06-14 17:47:53,I
b4a476fbd28de64b1e347abf9089366a,6653,itapevi,SP,2017-03-29 19:09:42,I
39c763cca83e654764b7a4a650fb9b7c,74563,goiania,GO,2017-09-14 20:57:31,I
dadc51ef321949ec9a3ab25cd902e23d,4821,sao paulo,SP,2017-09-15 15:51:13,I
83b08de96980757220871b31bf6cffca,21820,rio de janeiro,RJ,2017-10-13 15:52:21,I
14a08204d03bb6b6bde8029f801ae0eb,1026,sao paulo,SP,2018-03-15 20:13:55,I
bee36b4f9a2b9fdcaff6ec05df202ed0,3308,sao paulo,SP,2017-02-11 17:06:41,I
28872dc528e978a639754bc8c2ce5a4c,95070,caxias do sul,RS,2018-06-11 22:55:43,I
c85d7b477a709c85a1e8b8f25aa1b270,9640,sao bernardo do campo,SP,2017-06-28 21:28:34,I
739c7d7be81f63812dea0d1b1451c651,58400,campina grande,PB,2018-05-16 13:11:47,I
657969cca82e884d272385ec0ef06edd,93608,estancia velha,RS,2018-05-01 10:10:41,I
455befea1bb853c75ccbca94cff26e5c,27525,resende,RJ,2018-06-07 08:36:30,I
800214c63934acd05d47e84214db8ba8,89251,jaragua do sul,SC,2017-03-31 12:33:22,I
5cf1ec37aea089f45110c70653a166ab,2215,sao paulo,SP,2017-04-01 11:23:53,I
0a82f5fb06a4fe4ac2cf7cb412ec71b8,5524,sao paulo,SP,2018-02-03 13:14:01,I
e45edf75f568ed2f93f78d060e246e25,22790,rio de janeiro,RJ,2018-06-06 11:26:30,I
3d621842b2ed28e2b474132480edac3c,8041,sao paulo,SP,2017-05-04 16:44:16,I
baf15155e37ef5492731459bdc05be8a,5715,sao paulo,SP,2017-03-16 11:18:01,I
c0aff2da32c17759d30b22fb0af6649d,88032,florianopolis,SC,2018-06-11 13:15:42,I
a17f621c590ea0fab3d5d883e1630ec6,18055,sorocaba,SP,2017-03-23 22:10:46,I
4deebb3199eeafb282ae33229144f94b,2112,sao paulo,SP,2018-01-14 18:19:35,I
9d69ba0a7a626a64dc5db08e529559cf,14075,ribeirao preto,SP,2018-07-13 19:38:58,I
f92d8c817434bd2d84d4e9c61322b7fa,18048,sorocaba,SP,2018-01-19 14:57:16,I
8ca5b19e0263150d2c57afdde2b3d011,9336,maua,SP,2017-10-26 12:58:12,I
eec3469d83e142f9a104886655338c37,17030,bauru,SP,2017-02-03 16:32:12,I
55bb6fe5bebe5012e2d7d9928e1128ff,17052,bauru,SP,2018-01-20 21:20:55,I
d180e07dc1e58c31c3f0cd599dc4d945,30620,belo horizonte,MG,2018-01-26 14:08:25,I
d6b1ce66b035a475f00c017792ff9769,13327,salto,SP,2018-03-17 14:39:25,I
3aa3c89ae3cd482385568be76120f63c,74343,goiania,GO,2018-06-07 22:36:29,I
fe4cd9461203cee790d36792420b310f,35300,caratinga,MG,2017-03-13 08:11:00,I
f5fea3ffed6c2e889bab72705557c63a,21240,rio de janeiro,RJ,2017-02-23 12:18:09,I
ececbfcff9804a2d6b40f589df8eef2b,14407,franca,SP,2017-06-26 16:05:09,I
a254c682cc01e119f83530446f1df9a9,16500,cafelandia,SP,2018-03-19 13:24:33,I
830379336fad8c6f3b15a4a3ddb5c66e,2518,sao paulo,SP,2018-04-21 17:34:58,I
7d13fca15225358621be4086e1eb0964,14050,ribeirao preto,SP,2018-02-14 21:11:44,I
1b4c3a6f53068f0b6944d2d005c9fc89,88730,sao ludgero,SC,2017-02-16 17:42:42,I
b92e3c8f9738272ff7c59e111e108d7c,36502,uba,MG,2017-01-17 22:26:00,I
b8555308bfdb4ca1ed54325a58da9a97,9751,sao bernardo do campo,SP,2017-12-11 13:47:29,I
71593c7413973a1e160057b80d4958f6,3407,sao paulo / sao paulo,SP,2018-08-03 13:19:41,I
1dc2de47ee26a0a5b12dc14fd6dc0dea,14940,ibitinga,SP,2018-02-01 09:48:31,I
6c6e3d67f969468f3bfd33f827a31222,87035,maringa,PR,2018-03-11 22:56:57,I
66d5ae34537110d3affc56174dad2b2f,15062,sao jose do rio preto,SP,2018-07-08 18:44:18,I
781a66c0d89e30814d49fe8b5e14cd07,13064,campinas,SP,2017-11-15 12:41:09,I
a4bd6e9adf39b63f43dc545d3ca1f53d,21020,rio de janeiro,RJ,2017-04-15 09:42:38,I
f88adb15807168d3c43d71021090ce4a,13660,porto ferreira,SP,2018-04-23 22:45:21,I
fa8d335d68129e464e60c1826a683e96,95660,tres coroas,RS,2017-10-20 08:49:05,I
f12d3c2a14729ae461b920c11fe20fdc,9080,santo andre,SP,2018-05-03 20:25:44,I
4917cee8d902e13428c3ec4b1ca6f315,89031,blumenau,SC,2017-05-21 10:32:54,I
741f8c587cb4248ebc5b779a0e8e0e51,9110,santo andre,SP,2018-07-12 19:37:30,I
4bcec44888b30ba9001234c534716d3f,9230,santo andre,SP,2018-01-06 11:57:52,I
a663d9c3797e90eac99ff60939416a56,3951,sao paulo,SP,2018-05-16 13:31:20,I
dff87e4de60c9736ce8df835951b09bc,3172,sao paulo,SP,2017-11-12 19:43:04,I
ac1ed5fc15901fbc92920361eb4ab350,3334,sao paulo,SP,2017-06-17 13:34:04,I
f9903dd0f812c7e771fcad47b6fff231,89070,blumenau,SC,2017-11-15 10:43:50,I
ac9b01377919cdbd2a1bbb8d5837c70b,8773,mogi das cruzes,SP,2018-08-05 18:53:35,I
5011f0d93373a4c5753adf58ca77af8d,11013,santos,SP,2017-08-16 11:32:22,I
a4e634166243bbb3a13fa584463fa468,6286,osasco,SP,2018-02-26 06:37:45,I
50bf89f1349bc0409a268c3a49678009,15155,jaci,SP,2018-07-02 00:11:34,I
50c9975695009e5e6473912e83a6d1da,35530,claudio,MG,2017-02-05 15:53:52,I
42d4b7e70819438f5ada61c965e92d7e,74045,goiania,GO,2018-03-20 14:07:40,I
7aa4334be125fcdd2ba64b3180029f14,18500,laranjal paulista,SP,2017-02-28 10:08:49,I
b14db04aa7881970e83ffa9426897925,18048,sorocaba,SP,2016-10-06 17:45:30,I
fac1a9017ade7bdc94058fc1c969f355,1126,sao paulo,SP,2018-05-11 15:21:35,I
31ae0774c17fabd06ff707cc5bde005f,13478,americana,SP,2017-05-08 16:25:25,I
f0ec6a2adb05c62655a26dd347b8dede,1303,sao paulo,SP,2018-04-11 17:08:59,I
cc1f04647be106ba74e62b21f358af25,2739,sao paulo,SP,2018-06-22 12:48:41,I
1099a00e0ee3a50935e6c2447ca090c5,20921,rio de janeiro,RJ,2017-11-09 18:46:46,I
3d700782d7818f2c1e0d7a9e9d75fc00,86170,sertanopolis,SP,2017-04-23 20:56:12,I
a3e9a2c700480d9bb01fba070ba80a0e,14940,ibitinga,SP,2017-05-09 22:58:25,I
c3f5668699a1b04c0fa61ecea1e2bff6,86808,apucarana,PR,2018-03-26 06:56:38,I
80f2cf9abf6b5a0e5c612b5eea6646e6,15046,sao jose do rio preto,SP,2018-04-05 08:21:18,I
516e7738bd8f735ac19a010ee5450d8d,22230,rio de janeiro,RJ,2018-05-11 18:34:36,I
9f505651f4a6abe901a56cdc21508025,4102,sao paulo,SP,2017-10-05 10:35:03,I
17adeba047385fb0c67d8e90b4296d21,7052,guarulhos,SP,2017-03-08 10:44:37,I
7142540dd4c91e2237acb7e911c4eba2,16301,penapolis,SP,2017-03-10 11:30:03,I
c04d70d515d15a7e3db3a73320598566,24020,niteroi,RJ,2017-05-24 22:17:27,I
a3a38f4affed601eb87a97788c949667,89204,joinville,SC,2016-10-05 20:20:57,I
744dac408745240a2c2528fb1b6028f3,83408,colombo,PR,2017-04-22 21:39:15,I
9b013e03b2ab786505a1d3b5c0756754,11450,vicente de carvalho,SP,2017-10-19 13:21:58,I
8b9d6eec4a7eb7d0f9d579ce0b38324d,26562,mesquita,RJ,2018-05-13 23:56:22,I
38e679b9e0064cd94c6f035707344dae,86010,londrina,PR,2016-10-06 18:11:11,I
5444b12c82f21c923f2639ebc722c1ea,2051,sao pauo,SP,2017-04-25 01:25:34,I
83deb69e889cf80f82be1dc6d5f2d486,88056,florianopolis,SC,2017-07-17 22:19:33,I
54aa8463e87776b5612f4bdc4bd5d4de,30550,belo horizonte,MG,2016-10-07 10:57:46,I
2e7ea2aafec5835e781b21d6d1faf1f1,2820,sao paulo,SP,2018-07-05 18:35:55,I
